fecha,semana_iso,canal,campana,funnel,spend_usd,spend_crc,impresiones,clics,leads,cpl_usd,notas
2026-04-20,2026-W17,setup,dominio-vercel,both,0.00,0,0,0,0,0,Build Fase 0 semana 1 — sin gasto de ads
